customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-01120,Male,1,No,No,23,No,No,DSL,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.28,2023.06,Yes
CUST-01121,Male,0,No,No,20,Yes,No,DSL,No,Yes,No internet service,Yes,Yes,Yes,Month-to-month,No,Mailed check,20.99,410.69,Yes
CUST-01122,Male,1,Yes,No,24,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,85.07,1996.4,Yes
CUST-01123,Female,0,No,Yes,21,Yes,No,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,42.7,906.47,No
CUST-01124,Female,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),91.58,649.39,Yes
CUST-01125,Female,1,No,No,52,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),55.53,2870.81,No
CUST-01126,Female,0,Yes,No,21,Yes,No,DSL,No,No,No,No internet service,No,No internet service,Two year,No,Mailed check,47.25,986.4,No
CUST-01127,Male,0,No,No,38,Yes,No,Fiber optic,No,No internet service,No internet service,No,No,Yes,One year,Yes,Bank transfer (automatic),38.61,1508.26,No
CUST-01128,Male,0,Yes,Yes,53,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,73.38,3889.16,Yes
CUST-01129,Male,0,Yes,No,13,Yes,No,Fiber optic,Yes,No internet service,Yes,Yes,No,No,One year,Yes,Electronic check,57.81,779.69,Yes
CUST-01130,Male,1,No,No,72,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,108.32,7787.7,Yes
CUST-01131,Male,0,No,Yes,50,Yes,No,DSL,No,No,No internet service,Yes,No,No,One year,Yes,Bank transfer (automatic),102.92,5125.65,No
CUST-01132,Male,0,Yes,No,59,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),27.14,1592.26,No
CUST-01133,Female,1,No,No,5,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,94.77,431.98,Yes
CUST-01134,Male,0,Yes,No,10,Yes,No,DSL,No,Yes,Yes,No internet service,No,No internet service,Month-to-month,No,Electronic check,105.18,1051.16,Yes
CUST-01135,Male,0,Yes,No,20,Yes,Yes,Fiber optic,Yes,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),71.48,1462.68,Yes
CUST-01136,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,No internet service,No internet service,No,Yes,Month-to-month,No,Electronic check,118.39,2338.75,No
CUST-01137,Male,0,Yes,Yes,40,Yes,No,DSL,No,No,Yes,No internet service,No internet service,Yes,Two year,No,Mailed check,111.34,4485.29,No
CUST-01138,Male,0,Yes,Yes,56,Yes,Yes,DSL,No internet service,No,No,No,No internet service,Yes,Month-to-month,No,Electronic check,66.13,3704.29,No
CUST-01139,Female,0,No,No,45,Yes,Yes,DSL,No,No internet service,Yes,No internet service,Yes,No,One year,No,Electronic check,46.79,2060.34,No
CUST-01140,Female,0,No,No,1,No,Yes,No,No,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),32.21,18.54,No
CUST-01141,Female,1,Yes,No,56,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,63.62,3606.63,No
CUST-01142,Male,1,No,No,6,No,Yes,DSL,Yes,Yes,No,No,No internet service,No internet service,One year,Yes,Credit card (automatic),26.59,195.44,No
CUST-01143,Female,0,Yes,Yes,53,Yes,Yes,No,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Mailed check,72.67,3807.41,No
CUST-01144,Male,0,No,Yes,72,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,33.83,2387.08,Yes
CUST-01145,Female,1,Yes,No,45,Yes,Yes,DSL,No internet service,No,No,Yes,No,No,Two year,No,Electronic check,85.28,3870.2,No
CUST-01146,Female,0,No,No,60,Yes,Yes,DSL,No,No,No internet service,Yes,No,No,Two year,Yes,Bank transfer (automatic),70.93,4208.72,Yes
CUST-01147,Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,65.44,2412.28,No
CUST-01148,Male,0,No,No,19,Yes,No,No,No,No internet service,No internet service,No,No,Yes,One year,No,Bank transfer (automatic),28.03,564.96,No
CUST-01149,Male,0,No,No,24,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),76.13,1850.78,No
CUST-01150,Male,0,Yes,Yes,48,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),62.88,2972.56,No
CUST-01151,Male,0,Yes,Yes,38,Yes,Yes,No,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),45.32,1718.14,No
CUST-01152,Female,0,Yes,No,44,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,43.03,1930.63,No
CUST-01153,Male,0,Yes,Yes,44,Yes,No,DSL,No,No,No internet service,No,No,No,Month-to-month,Yes,Bank transfer (automatic),86.15,3769.71,Yes
CUST-01154,Male,1,No,No,21,Yes,No,DSL,No,Yes,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,78.57,1682.89,No
CUST-01155,Female,0,Yes,Yes,28,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,30.42,824.82,No
CUST-01156,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No internet service,Yes,No,One year,Yes,Mailed check,24.09,0,No
CUST-01157,Male,0,No,No,30,Yes,No phone service,No,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,18.3,578.39,Yes
CUST-01158,Male,0,No,No,38,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,Yes,One year,No,Mailed check,113.22,4287.63,Yes
CUST-01159,Male,0,Yes,Yes,71,Yes,No,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,No,Mailed check,26.95,1933.48,Yes
CUST-01160,Male,0,Yes,No,43,Yes,No,DSL,No,No,Yes,No,Yes,No internet service,One year,No,Mailed check,42.98,1813.26,No
CUST-01161,Male,0,Yes,No,3,Yes,Yes,No,Yes,No,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),22.27,110.71,No
CUST-01162,Female,0,Yes,No,69,Yes,Yes,DSL,No,Yes,Yes,Yes,No internet service,No internet service,One year,No,Mailed check,89.97,6168.26,No
CUST-01163,Female,0,Yes,No,55,No,Yes,Fiber optic,No,No internet service,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),57.74,3144.1,Yes
CUST-01164,Male,0,No,No,61,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),116.48,7081.3,No
CUST-01165,Female,0,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,No,Yes,No internet service,No internet service,Two year,Yes,Electronic check,32.62,506.52,No
CUST-01166,Male,0,No,No,39,No,No,DSL,No internet service,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,62.18,2453.28,Yes
CUST-01167,Male,0,Yes,Yes,48,Yes,No,DSL,No internet service,No internet service,Yes,Yes,No,No,One year,Yes,Electronic check,29.93,1438.62,Yes
CUST-01168,Male,0,No,No,35,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,50.07,1774.23,No
CUST-01169,Female,0,No,No,4,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,No internet service,Two year,Yes,Credit card (automatic),100.83,437.42,No
CUST-01170,Female,0,No,No,64,Yes,No,Fiber optic,Yes,No internet service,No internet service,Yes,No,Yes,One year,No,Mailed check,90.99,5837.17,No
CUST-01171,Male,0,Yes,Yes,34,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Electronic check,80.72,2770.84,Yes
CUST-01172,Female,0,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,113.89,3212.29,No
CUST-01173,Male,0,Yes,Yes,36,Yes,No phone service,DSL,No,No,No,No internet service,No,Yes,Month-to-month,No,Electronic check,70.01,2492.08,No
CUST-01174,Male,0,Yes,No,20,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No,One year,No,Credit card (automatic),107.55,2180.03,No
CUST-01175,Male,0,Yes,No,57,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),54.05,3104.43,Yes
CUST-01176,Male,0,No,No,20,Yes,No,No,No,No,No,Yes,Yes,No internet service,Two year,No,Credit card (automatic),73.07,1436.09,No
CUST-01177,Male,0,No,Yes,71,No,No,No,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,66.98,4792.48,Yes
CUST-01178,Male,0,No,No,22,No,Yes,DSL,No internet service,No internet service,Yes,No,Yes,No,Month-to-month,No,Mailed check,50.4,1146.28,Yes
CUST-01179,Female,0,Yes,No,62,Yes,No,No,No,Yes,No,Yes,No internet service,Yes,Two year,Yes,Mailed check,97.98,6071.67,Yes
CUST-01180,Male,0,No,No,36,Yes,Yes,DSL,No,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),32.4,1145.92,No
CUST-01181,Female,0,Yes,No,14,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),56.06,805.82,Yes
CUST-01182,Male,1,Yes,Yes,18,Yes,Yes,DSL,Yes,No internet service,No,No,Yes,Yes,One year,No,Credit card (automatic),117.38,2100.83,No
CUST-01183,Female,0,Yes,Yes,7,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),94.86,647.48,Yes
CUST-01184,Female,0,Yes,No,60,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),109.68,6590.59,No
CUST-01185,Male,1,No,No,50,Yes,Yes,DSL,No,No,Yes,No,Yes,No internet service,Month-to-month,Yes,Mailed check,103.98,5216.88,No
CUST-01186,Male,0,No,No,64,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),85.57,5455.49,No
CUST-01187,Male,1,No,No,15,Yes,No phone service,No,No,No,No internet service,Yes,Yes,No internet service,One year,Yes,Electronic check,58.51,892.82,No
CUST-01188,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,71.15,507.57,Yes
CUST-01189,Female,0,Yes,No,7,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),80.72,538.05,No
CUST-01190,Female,1,Yes,Yes,39,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,No,Credit card (automatic),96.62,3807.59,No
CUST-01191,Male,0,Yes,No,64,Yes,No,DSL,No,No internet service,No,No,Yes,No internet service,One year,Yes,Electronic check,111.7,7159.27,Yes
CUST-01192,Male,0,Yes,No,66,Yes,No,Fiber optic,No,Yes,No,No internet service,No,Yes,Two year,No,Mailed check,68.02,4479.13,No
CUST-01193,Male,0,No,Yes,21,Yes,No,No,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),36.75,764.98,No
CUST-01194,Female,0,No,No,31,Yes,No,DSL,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Electronic check,99.5,3091.06,No
CUST-01195,Male,0,Yes,No,38,No,Yes,Fiber optic,No,No internet service,No,No,No,No internet service,Two year,Yes,Credit card (automatic),30.79,1164.1,No
CUST-01196,Female,0,Yes,No,6,Yes,No,DSL,No,No,No internet service,No,No,No,One year,Yes,Electronic check,23.89,158.49,No
CUST-01197,Female,0,Yes,No,16,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,28.47,493.24,No
CUST-01198,Female,0,Yes,No,16,Yes,No,DSL,No internet service,No,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),81.97,1263.09,No
CUST-01199,Female,0,No,No,4,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),88.33,335.98,No
CUST-01200,Female,0,Yes,No,29,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,No,Mailed check,43.82,1293.24,No
CUST-01201,Male,0,No,No,54,Yes,Yes,No,No,No,Yes,No,No,No,Two year,No,Mailed check,101.88,5473.1,No
CUST-01202,Male,0,No,No,33,Yes,No phone service,No,Yes,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),48.48,1636.97,No
CUST-01203,Female,0,No,No,23,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,No,Electronic check,110.49,2567.09,No
CUST-01204,Male,0,No,Yes,54,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Mailed check,32.09,1738.77,No
CUST-01205,Male,0,Yes,No,29,Yes,Yes,DSL,No internet service,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),93.68,2728.76,Yes
CUST-01206,Male,0,No,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,Yes,One year,Yes,Electronic check,99.27,2366.87,No
CUST-01207,Male,0,Yes,No,11,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,66.15,767.84,Yes
CUST-01208,Male,0,No,No,41,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,101.71,4157.57,No
CUST-01209,Male,1,No,No,55,Yes,No,DSL,Yes,Yes,No,No,No internet service,No,Two year,No,Mailed check,75.64,4118.58,No
CUST-01210,Female,0,Yes,No,54,Yes,No phone service,DSL,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,62.54,3394.83,No
CUST-01211,Female,0,No,Yes,71,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,35.91,2571.85,No
CUST-01212,Male,0,Yes,No,39,Yes,No,No,No,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,43.25,1725.04,Yes
CUST-01213,Male,0,No,Yes,50,Yes,No,No,No,No,No internet service,Yes,Yes,No,Two year,Yes,Electronic check,109.03,5497.49,No
CUST-01214,Female,0,No,No,42,Yes,Yes,Fiber optic,No internet service,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,62.74,2653.02,No
CUST-01215,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,99.54,166.84,No
CUST-01216,Female,0,No,No,35,Yes,No,DSL,Yes,No,No,Yes,No internet service,No internet service,One year,No,Credit card (automatic),19.11,696.94,No
CUST-01217,Male,0,No,Yes,23,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,25.45,622.48,Yes
CUST-01218,Male,0,Yes,No,50,Yes,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,70.81,3562.87,No
CUST-01219,Male,1,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),22.55,120.66,Yes
CUST-01220,Female,0,No,No,1,No,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,71.42,29.51,No
CUST-01221,Female,0,No,Yes,31,Yes,Yes,Fiber optic,No,No,No,No,No,No internet service,Two year,Yes,Credit card (automatic),62.39,1957.53,No
CUST-01222,Male,0,Yes,Yes,27,Yes,No,Fiber optic,No internet service,No,No internet service,No,No,No internet service,Two year,Yes,Credit card (automatic),64.36,1707.28,No
CUST-01223,Female,0,No,Yes,27,Yes,Yes,DSL,Yes,Yes,No,No internet service,No,Yes,Two year,No,Bank transfer (automatic),91.37,2417.07,No
CUST-01224,Female,1,Yes,No,62,Yes,No phone service,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,Month-to-month,No,Electronic check,20.98,1275.79,No
CUST-01225,Male,0,Yes,No,45,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,No,No,Two year,Yes,Electronic check,76.2,3397.11,No
CUST-01226,Male,0,Yes,No,70,Yes,No phone service,Fiber optic,No,Yes,No internet service,No,No,No,Month-to-month,No,Bank transfer (automatic),63.64,4417.63,No
CUST-01227,Male,0,Yes,Yes,62,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,108.14,6712.84,Yes
CUST-01228,Female,0,Yes,Yes,56,Yes,No,No,Yes,No,No internet service,No internet service,No,Yes,Two year,No,Credit card (automatic),25.99,1426.57,No
CUST-01229,Male,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,No internet service,Yes,Yes,Month-to-month,No,Electronic check,60.31,824.85,No
CUST-01230,Male,0,Yes,No,64,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,25.97,1711.19,No
CUST-01231,Female,0,No,No,32,No,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,66.11,2081.85,No
CUST-01232,Female,0,Yes,No,20,Yes,Yes,DSL,No,No internet service,No internet service,Yes,No,No,Two year,Yes,Electronic check,32.87,639.62,No
CUST-01233,Female,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),89.27,2133.06,Yes
CUST-01234,Female,0,No,No,52,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,Yes,Electronic check,70.64,3696.97,No
CUST-01235,Male,0,Yes,Yes,59,Yes,No phone service,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),66.84,3971.2,No
CUST-01236,Female,0,Yes,No,2,Yes,No,DSL,Yes,No,No,No,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),89.24,146.51,Yes
CUST-01237,Male,0,No,Yes,38,Yes,Yes,No,No,Yes,No,No,No internet service,Yes,Two year,No,Credit card (automatic),45.23,1698.39,No
CUST-01238,Male,0,No,Yes,9,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,116.73,1042.22,Yes
CUST-01239,Male,0,Yes,No,66,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Credit card (automatic),109.63,7203.49,No
CUST-01240,Male,0,Yes,No,55,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Mailed check,78.54,4347.24,No
CUST-01241,Male,0,No,No,38,Yes,Yes,Fiber optic,Yes,Yes,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),18.47,694.32,Yes
CUST-01242,Male,0,Yes,No,5,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,Yes,No,Month-to-month,Yes,Bank transfer (automatic),69.28,374.0,Yes
CUST-01243,Female,0,No,Yes,35,Yes,No,No,No internet service,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,106.6,3773.12,No
CUST-01244,Female,0,No,No,44,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,45.78,2019.37,No
CUST-01245,Male,1,Yes,No,56,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,No,Month-to-month,No,Electronic check,76.97,4268.82,Yes
CUST-01246,Female,0,No,No,44,Yes,Yes,DSL,Yes,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,25.95,1164.6,Yes
CUST-01247,Male,0,No,Yes,36,Yes,No,Fiber optic,Yes,Yes,No,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),50.83,1870.81,No
CUST-01248,Male,0,No,No,58,Yes,Yes,DSL,No internet service,No,No,No,No,Yes,Two year,No,Mailed check,30.75,1829.4,No
CUST-01249,Male,0,Yes,Yes,53,Yes,No,DSL,No,No,No,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),104.62,5581.68,No
CUST-01250,Female,0,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),104.65,6766.99,No
CUST-01251,Male,0,Yes,Yes,66,Yes,No,DSL,Yes,No,No,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),96.73,6371.93,Yes
CUST-01252,Male,0,No,No,36,Yes,Yes,DSL,No,No internet service,No internet service,No,No internet service,Yes,Two year,Yes,Bank transfer (automatic),105.32,3787.62,No
CUST-01253,Male,0,Yes,No,35,Yes,Yes,No,No internet service,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,87.01,3060.36,No
CUST-01254,Female,0,No,Yes,34,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Electronic check,105.9,3552.85,No
CUST-01255,Male,0,No,No,36,Yes,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),92.47,3358.55,No
CUST-01256,Male,0,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No internet service,Two year,Yes,Credit card (automatic),117.13,6572.41,Yes
CUST-01257,Female,0,No,No,41,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),118.11,4801.19,No
CUST-01258,Male,0,Yes,No,60,Yes,Yes,No,No,No,No,No,No,Yes,One year,Yes,Mailed check,91.92,5506.36,No
CUST-01259,Male,0,No,No,30,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),18.61,526.35,No
CUST-01260,Female,0,No,Yes,63,Yes,No,Fiber optic,No internet service,Yes,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,49.16,3133.84,Yes
CUST-01261,Female,0,No,No,29,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),96.95,2809.64,Yes
CUST-01262,Female,0,Yes,No,41,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,No,Mailed check,71.97,2908.62,No
CUST-01263,Male,0,No,No,71,Yes,No,No,No internet service,Yes,Yes,No,No internet service,Yes,Two year,No,Electronic check,116.66,8265.89,No
CUST-01264,Female,0,Yes,No,8,Yes,No,DSL,No internet service,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,118.02,990.21,Yes
CUST-01265,Male,0,No,Yes,23,Yes,Yes,DSL,No,No,No internet service,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),24.61,547.47,Yes
CUST-01266,Female,0,No,No,38,Yes,No,Fiber optic,No,No,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Mailed check,19.28,726.74,No
CUST-01267,Male,0,Yes,No,13,No,No,Fiber optic,Yes,No internet service,No internet service,No,No internet service,Yes,Two year,No,Electronic check,32.46,465.86,No
CUST-01268,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,No,Credit card (automatic),108.21,904.5,No
CUST-01269,Male,0,No,No,22,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Bank transfer (automatic),83.61,1827.52,No
CUST-01270,Male,0,No,No,64,Yes,Yes,DSL,No,Yes,No internet service,No,No internet service,Yes,One year,Yes,Bank transfer (automatic),31.27,1964.55,No
CUST-01271,Male,0,Yes,No,43,No,Yes,Fiber optic,No internet service,Yes,No,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),36.97,1611.43,No
CUST-01272,Female,0,Yes,Yes,39,Yes,No,Fiber optic,No,No,No,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),107.33,4162.22,No
CUST-01273,Female,0,No,No,46,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,61.61,2797.51,No
CUST-01274,Male,1,No,No,3,Yes,No,No,No internet service,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),107.16,370.71,No
CUST-01275,Female,0,Yes,Yes,67,Yes,No,DSL,No internet service,Yes,No,No,No,No internet service,Month-to-month,No,Credit card (automatic),77.23,5223.44,Yes
CUST-01276,Female,0,No,No,61,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,39.86,2387.09,Yes
CUST-01277,Male,0,Yes,No,48,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),96.07,4655.29,No
CUST-01278,Female,0,Yes,No,63,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),109.37,6904.22,Yes
CUST-01279,Female,0,No,No,45,Yes,No,DSL,No,Yes,No,No,No internet service,Yes,One year,Yes,Electronic check,86.96,3934.11,No
CUST-01280,Female,0,No,Yes,16,Yes,No,DSL,No,Yes,No,No,No,No internet service,Month-to-month,Yes,Electronic check,97.64,1574.12,Yes
CUST-01281,Male,0,Yes,No,27,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),53.52,1445.47,No
CUST-01282,Female,0,Yes,No,22,Yes,No,Fiber optic,No internet service,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),66.45,1452.92,No
CUST-01283,Female,0,No,No,29,Yes,No,Fiber optic,No,No,No internet service,Yes,No internet service,No,One year,Yes,Credit card (automatic),62.33,1781.77,No
CUST-01284,Female,0,Yes,Yes,18,Yes,No,DSL,No internet service,Yes,No,No,No,No internet service,Month-to-month,Yes,Electronic check,68.08,1180.25,No
CUST-01285,Male,0,Yes,No,22,Yes,No,No,No,Yes,Yes,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),116.85,2608.65,No
CUST-01286,Male,0,No,Yes,66,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),45.08,3000.12,No
CUST-01287,Female,1,Yes,No,39,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,27.9,1068.78,No
CUST-01288,Male,0,No,Yes,62,Yes,No,DSL,No,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),20.13,1230.67,No
CUST-01289,Male,0,No,No,7,No,No,DSL,Yes,No internet service,No,No,No internet service,No,One year,No,Bank transfer (automatic),67.18,514.92,Yes
CUST-01290,Male,0,No,No,31,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer (automatic),84.9,2663.76,No
CUST-01291,Female,0,Yes,No,60,Yes,No,No,No internet service,Yes,No,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),39.76,2402.12,No
CUST-01292,Male,0,No,Yes,52,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),22.7,1209.14,No
CUST-01293,Male,1,Yes,No,13,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,Yes,No,One year,Yes,Credit card (automatic),43.83,617.7,No
CUST-01294,Male,0,Yes,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),37.44,182.22,Yes
CUST-01295,Male,0,No,No,41,Yes,Yes,DSL,Yes,No,No internet service,No,No,Yes,One year,Yes,Credit card (automatic),86.58,3539.57,No
